publishTime,totalMatched,md.eventName,md.name,marketId,betDelay,bspReconciled,complete,status,runnersVoidable,numberOfWinners,numberOfRunners,crossMatching,inplay,numberOfActiveRunners,version,selection_selectionId,selection_lastPriceTraded,selection_ex.availableToBack.price,selection_ex.availableToBack.size,selection_ex.availableToLay.price,selection_ex.availableToLay.size,selection_status,selection_md.name,selection_handicap,selection_totalMatched,selection_adjustmentFactor,selection_removalDate,selection_sp.actualSP,selection_sp.nearPrice,selection_sp.farPrice
2020-05-04 02:18:41.876000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,2.06,14.52,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:23:55.213000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,,,,,ACTIVE,1. Springvale Misty,0,0,,,,,
2020-05-04 02:23:55.213000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,,,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:23:56.901000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,1.78,19.75,,,ACTIVE,1. Springvale Misty,0,0,,,,,
2020-05-04 02:23:56.901000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,2.06,14.52,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:29:05.434000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,,,,,ACTIVE,1. Springvale Misty,0,0,,,,,
2020-05-04 02:29:05.434000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,,,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:29:07.127000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,1.78,19.75,,,ACTIVE,1. Springvale Misty,0,0,,,,,
2020-05-04 02:29:07.127000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,2.06,14.52,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:34:14.894000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,,,,,ACTIVE,1. Springvale Misty,0,0,,,,,
2020-05-04 02:34:14.894000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,17131194,,,,,,ACTIVE,3. Sweet Potato,0,0,,,,,
2020-05-04 02:34:16.687000,0,Shep (AUS) 4th May,Springvale Misty v Sweet Potato,1.170374988,0,False,True,OPEN,False,1,2,True,False,2,3237869507,22254776,,1.78,19.75,,,ACTIVE,1. Springvale Misty,0,0,,,,,
